,timestamp,PM2.5,humidity,temperature
0,13/04/2022 00:00,36.1,92.9,26.9
1,13/04/2022 01:00,39.1,93.2,26.8
2,13/04/2022 02:00,46.6,93.1,26.7
3,13/04/2022 03:00,42.7,93.4,26.5
4,13/04/2022 04:00,30.7,93.9,26.3
5,13/04/2022 05:00,25.2,92.9,26.6
6,13/04/2022 06:00,26.7,92.6,26.7
7,13/04/2022 07:00,34.4,92.2,26.9
8,13/04/2022 08:00,41.2,90.2,27.5
9,13/04/2022 09:00,39.7,88.3,28.1
10,13/04/2022 10:00,64.2,83.6,29.5
11,13/04/2022 11:00,73.1,77.3,31.0
12,13/04/2022 12:00,82.2,76.2,31.2
13,13/04/2022 13:00,69.5,69.1,33.3
14,13/04/2022 14:00,61.4,64.3,34.6
15,13/04/2022 15:00,63.0,62.7,34.9
16,13/04/2022 16:00,62.7,60.3,35.6
17,13/04/2022 17:00,66.6,61.3,35.2
18,13/04/2022 18:00,60.3,62.8,34.1
19,13/04/2022 19:00,63.1,66.5,32.1
20,13/04/2022 20:00,99.3,74.5,31.1
21,13/04/2022 21:00,105.2,78.2,30.4
22,13/04/2022 22:00,85.3,83.6,29.8
23,13/04/2022 23:00,71.5,87.5,29.3
