,timestamp,PM2.5,humidity,temperature
0,26/04/2022 00:00,8.5,99.0,26.6
1,26/04/2022 01:00,8.2,99.0,26.4
2,26/04/2022 02:00,10.9,99.0,26.2
3,26/04/2022 03:00,11.8,99.0,26.3
4,26/04/2022 04:00,8.5,99.0,26.4
5,26/04/2022 05:00,8.2,99.0,26.3
6,26/04/2022 06:00,11.9,99.0,26.4
7,26/04/2022 07:00,12.9,99.0,26.5
8,26/04/2022 08:00,15.7,99.0,26.9
9,26/04/2022 09:00,15.5,99.0,27.6
10,26/04/2022 10:00,13.9,99.0,28.5
11,26/04/2022 11:00,16.2,95.9,30.2
12,26/04/2022 12:00,20.1,91.3,31.3
13,26/04/2022 13:00,22.4,86.7,32.5
14,26/04/2022 14:00,22.8,85.9,33.0
15,26/04/2022 15:00,27.0,86.0,33.2
16,26/04/2022 16:00,23.2,87.8,32.9
17,26/04/2022 17:00,16.8,92.5,31.9
18,26/04/2022 18:00,14.1,97.5,30.6
19,26/04/2022 19:00,12.0,99.0,29.5
20,26/04/2022 20:00,10.4,99.0,28.8
21,26/04/2022 21:00,11.9,99.0,28.0
22,26/04/2022 22:00,11.4,99.0,27.7
23,26/04/2022 23:00,10.7,99.0,27.5
