,timestamp,PM2.5,humidity,temperature
0,26/04/2022 00:00,1.8,99.0,27.5
1,26/04/2022 01:00,1.5,99.0,27.4
2,26/04/2022 02:00,1.5,99.0,27.2
3,26/04/2022 03:00,1.7,99.0,27.3
4,26/04/2022 04:00,1.4,99.0,27.4
5,26/04/2022 05:00,1.5,99.0,27.5
6,26/04/2022 06:00,1.9,99.0,27.4
7,26/04/2022 07:00,2.4,99.0,27.6
8,26/04/2022 08:00,3.2,99.0,28.1
9,26/04/2022 09:00,4.0,97.6,29.2
10,26/04/2022 10:00,4.8,91.2,30.7
11,26/04/2022 11:00,5.7,82.6,32.8
12,26/04/2022 12:00,8.4,78.2,33.9
13,26/04/2022 13:00,10.0,76.5,34.4
14,26/04/2022 14:00,10.4,72.1,35.9
15,26/04/2022 15:00,10.6,73.5,35.7
16,26/04/2022 16:00,9.4,76.8,34.8
17,26/04/2022 17:00,6.1,84.4,33.0
18,26/04/2022 18:00,4.6,90.2,31.5
19,26/04/2022 19:00,3.2,95.9,30.3
20,26/04/2022 20:00,2.5,98.5,29.6
21,26/04/2022 21:00,2.3,99.1,29.0
22,26/04/2022 22:00,2.4,99.1,28.7
23,26/04/2022 23:00,1.9,99.0,28.5
