,time,PM2.5,humidity,temperature
0,2021-12-08 20:00:00,190.3,68.0,21.9
1,2021-12-08 21:00:00,195.6,69.4,21.7
2,2021-12-08 22:00:00,,,
3,2021-12-08 23:00:00,,,
4,2021-12-09 00:00:00,176.6,75.1,21.5
5,2021-12-09 01:00:00,,,
6,2021-12-09 02:00:00,128.2,77.5,20.4
7,2021-12-09 03:00:00,164.4,76.2,20.4
8,2021-12-09 04:00:00,118.9,81.1,19.7
9,2021-12-09 05:00:00,96.9,85.3,19.1
10,2021-12-09 06:00:00,84.8,86.7,18.9
11,2021-12-09 07:00:00,88.5,89.0,18.8
12,2021-12-09 08:00:00,126.3,89.9,18.7
13,2021-12-09 09:00:00,138.4,88.7,19.1
14,2021-12-09 10:00:00,148.0,86.2,19.5
15,2021-12-09 11:00:00,136.8,84.0,19.6
16,2021-12-09 12:00:00,135.7,82.1,20.0
17,2021-12-09 13:00:00,132.0,78.9,20.5
18,2021-12-09 14:00:00,134.8,77.7,20.8
19,2021-12-09 15:00:00,140.6,77.6,21.0
20,2021-12-09 16:00:00,137.5,77.6,21.0
21,2021-12-09 17:00:00,142.3,76.0,20.9
22,2021-12-09 18:00:00,151.9,77.1,20.7
23,2021-12-09 19:00:00,161.7,79.0,20.5
