,time,PM2.5,humidity,temperature
0,2021-08-31 16:00:00,15.6,62.3,33.9
1,2021-08-31 17:00:00,14.2,63.2,33.3
2,2021-08-31 18:00:00,11.6,67.0,31.9
3,2021-08-31 19:00:00,13.8,73.8,30.4
4,2021-08-31 20:00:00,11.2,77.2,29.6
5,2021-08-31 21:00:00,11.5,79.4,29.4
6,2021-08-31 22:00:00,18.1,81.7,29.1
7,2021-08-31 23:00:00,13.0,82.8,29.0
8,2021-09-01 00:00:00,8.4,82.7,28.8
9,2021-09-01 01:00:00,7.2,82.4,28.8
10,2021-09-01 02:00:00,7.8,83.0,28.6
11,2021-09-01 03:00:00,8.6,82.6,28.7
12,2021-09-01 04:00:00,7.8,83.7,28.6
13,2021-09-01 05:00:00,9.4,85.2,28.2
14,2021-09-01 06:00:00,74.65,87.3,28.0
15,2021-09-01 07:00:00,72.99,85.2,28.8
16,2021-09-01 08:00:00,59.14,79.9,30.2
17,2021-09-01 09:00:00,42.79,74.2,31.2
18,2021-09-01 10:00:00,41.55,69.6,32.1
19,2021-09-01 11:00:00,35.71,65.1,33.3
20,2021-09-01 12:00:00,32.5,63.0,33.6
21,2021-09-01 13:00:00,29.42,60.0,34.5
22,2021-09-01 14:00:00,25.7,57.7,35.4
23,2021-09-01 15:00:00,24.2,56.2,35.8
