,time,PM2.5,humidity,temperature
0,2021-10-17 20:00:00,14.4,82.2,20.6
1,2021-10-17 21:00:00,9.1,88.2,19.6
2,2021-10-17 22:00:00,9.9,86.5,19.8
3,2021-10-17 23:00:00,10.8,90.9,19.1
4,2021-10-18 00:00:00,10.6,89.5,19.2
5,2021-10-18 01:00:00,10.7,88.6,19.2
6,2021-10-18 02:00:00,10.8,91.7,19.2
7,2021-10-18 03:00:00,11.6,96.5,18.9
8,2021-10-18 04:00:00,12.0,96.3,19.1
9,2021-10-18 05:00:00,8.8,93.8,18.4
10,2021-10-18 06:00:00,9.4,98.3,18.1
11,2021-10-18 07:00:00,9.9,98.0,18.1
12,2021-10-18 08:00:00,12.7,97.9,18.4
13,2021-10-18 09:00:00,15.5,98.0,18.7
14,2021-10-18 10:00:00,13.9,98.6,18.8
15,2021-10-18 11:00:00,14.5,99.2,19.0
16,2021-10-18 12:00:00,,,
17,2021-10-18 13:00:00,10.3,99.7,19.0
18,2021-10-18 14:00:00,9.4,99.7,19.1
19,2021-10-18 15:00:00,9.7,99.8,19.0
20,2021-10-18 16:00:00,8.3,99.9,19.0
21,2021-10-18 17:00:00,8.8,99.7,19.1
22,2021-10-18 18:00:00,8.5,99.5,19.1
23,2021-10-18 19:00:00,12.5,99.8,19.3
