,time,PM2.5,humidity,temperature
0,2021-11-10 20:00:00,25.3,69.3,22.9
1,2021-11-10 21:00:00,26.1,71.8,22.6
2,2021-11-10 22:00:00,21.3,72.9,22.0
3,2021-11-10 23:00:00,20.1,76.2,21.5
4,2021-11-11 00:00:00,23.9,81.2,21.2
5,2021-11-11 01:00:00,20.6,81.8,20.9
6,2021-11-11 02:00:00,50.4,83.5,20.8
7,2021-11-11 03:00:00,38.4,87.0,20.6
8,2021-11-11 04:00:00,29.9,86.9,20.6
9,2021-11-11 05:00:00,310.2,84.5,22.2
10,2021-11-11 06:00:00,28.6,93.7,20.0
11,2021-11-11 07:00:00,27.4,93.6,20.0
12,2021-11-11 08:00:00,31.7,93.1,20.7
13,2021-11-11 09:00:00,34.7,81.7,21.3
14,2021-11-11 10:00:00,29.4,67.6,22.7
15,2021-11-11 11:00:00,20.5,55.8,24.1
16,2021-11-11 12:00:00,25.5,53.4,25.3
17,2021-11-11 13:00:00,22.8,48.2,26.4
18,2021-11-11 14:00:00,21.1,47.1,26.7
19,2021-11-11 15:00:00,21.7,48.2,26.4
20,2021-11-11 16:00:00,23.6,51.9,26.1
21,2021-11-11 17:00:00,24.1,56.4,25.2
22,2021-11-11 18:00:00,33.6,60.7,24.0
23,2021-11-11 19:00:00,49.4,67.0,23.4
